evaluation_id,timestamp,generation,gate_number,metric_name,metric_value,threshold,passed,n_samples,notes
33,2026-09-01 14:32:11,v1-trainability-engine,1,spearman_rho_gradient_norm_vs_steps,0.606708360069098,0.7,0,36,"individual proxy, not the combined score used for the official gate verdict"
34,2026-09-01 14:32:11,v1-trainability-engine,1,spearman_rho_gradient_norm_variance_vs_steps,0.6700573654073825,0.7,0,36,"individual proxy, not the combined score used for the official gate verdict"
35,2026-09-01 14:32:11,v1-trainability-engine,1,spearman_rho_activation_mean_vs_steps,0.3934848786865797,0.7,0,36,"individual proxy, not the combined score used for the official gate verdict"
36,2026-09-01 14:32:11,v1-trainability-engine,1,spearman_rho_activation_variance_vs_steps,0.3708234458826405,0.7,0,36,"individual proxy, not the combined score used for the official gate verdict"
37,2026-09-01 14:32:11,v1-trainability-engine,1,spearman_rho_gradient_alignment_vs_steps,0.2306058304082671,0.7,0,36,"individual proxy, not the combined score used for the official gate verdict"
38,2026-09-01 14:37:07,v1-active-learning,0,active_sampling_win_rate,0.0,0.5,0,12,"mean_N_epsilon random=3941 active=14488 reduction_pct=-267.6 top_fraction=0.5 refresh_every=8 (docs.md §16 data-efficiency axis, source.md pillar 6, hard-example-mining heuristic)"
39,2026-09-01 21:59:52,v1-meta-predictor-full_rf,2,top1_accuracy_init_method_adapted_recall_at_10,0.3333333333333333,0.8,0,60,"universal_baseline=0.38, random_baseline=0.33, mean_confidence=0.59, winner=no"
40,2026-09-01 21:59:52,v1-meta-predictor-full_rf,2,mean_regret_steps_to_threshold,40.03333333333333,0.0,1,60,regret = steps(predicted_init) - steps(true_best_init); relative_regret=+22.39%; universal_baseline_regret=+22.2; random_baseline_regret=+43.2
41,2026-09-01 21:59:52,v1-meta-predictor-reduced_rf,2,top1_accuracy_init_method_adapted_recall_at_10,0.4666666666666667,0.8,0,60,"universal_baseline=0.38, random_baseline=0.33, mean_confidence=0.32, winner=yes"
42,2026-09-01 21:59:52,v1-meta-predictor-reduced_rf,2,mean_regret_steps_to_threshold,18.233333333333334,0.0,1,60,regret = steps(predicted_init) - steps(true_best_init); relative_regret=+25.12%; universal_baseline_regret=+22.2; random_baseline_regret=+43.2
43,2026-09-01 21:59:52,v1-meta-predictor-log_rf,2,top1_accuracy_init_method_adapted_recall_at_10,0.35,0.8,0,60,"universal_baseline=0.38, random_baseline=0.33, mean_confidence=0.59, winner=no"
44,2026-09-01 21:59:52,v1-meta-predictor-log_rf,2,mean_regret_steps_to_threshold,37.88333333333333,0.0,1,60,regret = steps(predicted_init) - steps(true_best_init); relative_regret=+23.81%; universal_baseline_regret=+22.2; random_baseline_regret=+43.2
45,2026-09-01 21:59:52,v1-meta-predictor-knn,2,top1_accuracy_init_method_adapted_recall_at_10,0.35,0.8,0,60,"universal_baseline=0.38, random_baseline=0.33, mean_confidence=0.54, winner=no"
46,2026-09-01 21:59:52,v1-meta-predictor-knn,2,mean_regret_steps_to_threshold,43.233333333333334,0.0,1,60,regret = steps(predicted_init) - steps(true_best_init); relative_regret=+30.56%; universal_baseline_regret=+22.2; random_baseline_regret=+43.2
47,2026-09-01 21:59:52,v1-meta-predictor-zc_gradnormvar,2,top1_accuracy_init_method_adapted_recall_at_10,0.38333333333333336,0.8,0,60,"universal_baseline=0.38, random_baseline=0.33, mean_confidence=nan, winner=no"
48,2026-09-01 21:59:52,v1-meta-predictor-zc_gradnormvar,2,mean_regret_steps_to_threshold,41.083333333333336,0.0,1,60,regret = steps(predicted_init) - steps(true_best_init); relative_regret=+22.65%; universal_baseline_regret=+22.2; random_baseline_regret=+43.2
49,2026-09-01 21:59:52,v1-meta-predictor-zc_jacobcov,2,top1_accuracy_init_method_adapted_recall_at_10,0.4666666666666667,0.8,0,60,"universal_baseline=0.38, random_baseline=0.33, mean_confidence=nan, winner=no"
50,2026-09-01 21:59:52,v1-meta-predictor-zc_jacobcov,2,mean_regret_steps_to_threshold,14.566666666666666,0.0,1,60,regret = steps(predicted_init) - steps(true_best_init); relative_regret=+18.31%; universal_baseline_regret=+22.2; random_baseline_regret=+43.2
51,2026-09-01 22:01:29,v1-meta-predictor-full_rf,2,top1_accuracy_init_method_adapted_recall_at_10,0.3333333333333333,0.8,0,60,"universal_baseline=0.38, random_baseline=0.33, mean_confidence=0.59, winner=no"
52,2026-09-01 22:01:29,v1-meta-predictor-full_rf,2,mean_regret_steps_to_threshold,40.03333333333333,0.0,1,60,regret = steps(predicted_init) - steps(true_best_init); relative_regret=+22.39%; universal_baseline_regret=+22.2; random_baseline_regret=+43.2
53,2026-09-01 22:01:29,v1-meta-predictor-reduced_rf,2,top1_accuracy_init_method_adapted_recall_at_10,0.4666666666666667,0.8,0,60,"universal_baseline=0.38, random_baseline=0.33, mean_confidence=0.32, winner=no"
54,2026-09-01 22:01:29,v1-meta-predictor-reduced_rf,2,mean_regret_steps_to_threshold,18.233333333333334,0.0,1,60,regret = steps(predicted_init) - steps(true_best_init); relative_regret=+25.12%; universal_baseline_regret=+22.2; random_baseline_regret=+43.2
55,2026-09-01 22:01:29,v1-meta-predictor-log_rf,2,top1_accuracy_init_method_adapted_recall_at_10,0.35,0.8,0,60,"universal_baseline=0.38, random_baseline=0.33, mean_confidence=0.59, winner=no"
56,2026-09-01 22:01:29,v1-meta-predictor-log_rf,2,mean_regret_steps_to_threshold,37.88333333333333,0.0,1,60,regret = steps(predicted_init) - steps(true_best_init); relative_regret=+23.81%; universal_baseline_regret=+22.2; random_baseline_regret=+43.2
57,2026-09-01 22:01:29,v1-meta-predictor-knn,2,top1_accuracy_init_method_adapted_recall_at_10,0.35,0.8,0,60,"universal_baseline=0.38, random_baseline=0.33, mean_confidence=0.54, winner=no"
58,2026-09-01 22:01:29,v1-meta-predictor-knn,2,mean_regret_steps_to_threshold,43.233333333333334,0.0,1,60,regret = steps(predicted_init) - steps(true_best_init); relative_regret=+30.56%; universal_baseline_regret=+22.2; random_baseline_regret=+43.2
59,2026-09-01 22:01:29,v1-meta-predictor-zc_gradnormvar,2,top1_accuracy_init_method_adapted_recall_at_10,0.38333333333333336,0.8,0,60,"universal_baseline=0.38, random_baseline=0.33, mean_confidence=nan, winner=no"
60,2026-09-01 22:01:29,v1-meta-predictor-zc_gradnormvar,2,mean_regret_steps_to_threshold,41.083333333333336,0.0,1,60,regret = steps(predicted_init) - steps(true_best_init); relative_regret=+22.65%; universal_baseline_regret=+22.2; random_baseline_regret=+43.2
61,2026-09-01 22:01:29,v1-meta-predictor-zc_jacobcov,2,top1_accuracy_init_method_adapted_recall_at_10,0.4666666666666667,0.8,0,60,"universal_baseline=0.38, random_baseline=0.33, mean_confidence=nan, winner=yes"
62,2026-09-01 22:01:29,v1-meta-predictor-zc_jacobcov,2,mean_regret_steps_to_threshold,14.566666666666666,0.0,1,60,regret = steps(predicted_init) - steps(true_best_init); relative_regret=+18.31%; universal_baseline_regret=+22.2; random_baseline_regret=+43.2
63,2026-09-01 22:02:53,v1-meta-predictor-full_rf,2,top1_accuracy_init_method_adapted_recall_at_10,0.3333333333333333,0.8,0,60,"universal_baseline=0.38, random_baseline=0.33, mean_confidence=0.59, winner=no"
64,2026-09-01 22:02:53,v1-meta-predictor-full_rf,2,mean_regret_steps_to_threshold,40.03333333333333,0.0,1,60,regret = steps(predicted_init) - steps(true_best_init); relative_regret=+22.39%; universal_baseline_regret=+22.2; random_baseline_regret=+43.2
65,2026-09-01 22:02:53,v1-meta-predictor-reduced_rf,2,top1_accuracy_init_method_adapted_recall_at_10,0.4666666666666667,0.8,0,60,"universal_baseline=0.38, random_baseline=0.33, mean_confidence=0.32, winner=no"
66,2026-09-01 22:02:53,v1-meta-predictor-reduced_rf,2,mean_regret_steps_to_threshold,18.233333333333334,0.0,1,60,regret = steps(predicted_init) - steps(true_best_init); relative_regret=+25.12%; universal_baseline_regret=+22.2; random_baseline_regret=+43.2
67,2026-09-01 22:02:53,v1-meta-predictor-log_rf,2,top1_accuracy_init_method_adapted_recall_at_10,0.35,0.8,0,60,"universal_baseline=0.38, random_baseline=0.33, mean_confidence=0.59, winner=no"
68,2026-09-01 22:02:53,v1-meta-predictor-log_rf,2,mean_regret_steps_to_threshold,37.88333333333333,0.0,1,60,regret = steps(predicted_init) - steps(true_best_init); relative_regret=+23.81%; universal_baseline_regret=+22.2; random_baseline_regret=+43.2
69,2026-09-01 22:02:53,v1-meta-predictor-knn,2,top1_accuracy_init_method_adapted_recall_at_10,0.35,0.8,0,60,"universal_baseline=0.38, random_baseline=0.33, mean_confidence=0.54, winner=no"
70,2026-09-01 22:02:53,v1-meta-predictor-knn,2,mean_regret_steps_to_threshold,43.233333333333334,0.0,1,60,regret = steps(predicted_init) - steps(true_best_init); relative_regret=+30.56%; universal_baseline_regret=+22.2; random_baseline_regret=+43.2
71,2026-09-01 22:02:53,v1-meta-predictor-zc_gradnormvar,2,top1_accuracy_init_method_adapted_recall_at_10,0.38333333333333336,0.8,0,60,"universal_baseline=0.38, random_baseline=0.33, mean_confidence=nan, winner=no"
72,2026-09-01 22:02:53,v1-meta-predictor-zc_gradnormvar,2,mean_regret_steps_to_threshold,41.083333333333336,0.0,1,60,regret = steps(predicted_init) - steps(true_best_init); relative_regret=+22.65%; universal_baseline_regret=+22.2; random_baseline_regret=+43.2
73,2026-09-01 22:02:53,v1-meta-predictor-zc_jacobcov,2,top1_accuracy_init_method_adapted_recall_at_10,0.4666666666666667,0.8,0,60,"universal_baseline=0.38, random_baseline=0.33, mean_confidence=nan, winner=yes"
74,2026-09-01 22:02:53,v1-meta-predictor-zc_jacobcov,2,mean_regret_steps_to_threshold,14.566666666666666,0.0,1,60,regret = steps(predicted_init) - steps(true_best_init); relative_regret=+18.31%; universal_baseline_regret=+22.2; random_baseline_regret=+43.2
75,2026-09-01 22:06:23,v1-trainability-engine,1,spearman_rho_naive_combined_zero_cost_vs_steps,0.5602266711928365,0.7,0,36,"controlled experiment (§21): 12 tasks x 3 init methods, optimizer/LR/batch fixed"
76,2026-09-01 22:06:23,v1-trainability-engine,1,spearman_rho_rank_aggregated_zero_cost_vs_steps,0.5696626744901379,0.7,0,36,"AZ-NAS-style (arXiv:2403.19232) rank-sum aggregation vs naive z-score averaging, same controlled experiment (§21): 12 tasks x 3 init methods"
77,2026-09-01 22:06:23,v1-trainability-engine,1,spearman_rho_synflow_vs_steps,0.27029538398116937,0.7,0,36,"individual proxy, not the combined score used for the official gate verdict"
78,2026-09-01 22:06:23,v1-trainability-engine,1,spearman_rho_snip_vs_steps,0.46726329344031337,0.7,0,36,"individual proxy, not the combined score used for the official gate verdict"
79,2026-09-01 22:06:23,v1-trainability-engine,1,spearman_rho_grasp_vs_steps,-0.3798365157478436,0.7,0,36,"individual proxy, not the combined score used for the official gate verdict"
80,2026-09-01 22:06:23,v1-trainability-engine,1,spearman_rho_jacob_cov_vs_steps,0.5133690105951372,0.7,0,36,"individual proxy, not the combined score used for the official gate verdict"
81,2026-09-01 22:06:23,v1-trainability-engine,1,spearman_rho_effective_rank_vs_steps,0.4829029647714483,0.7,0,36,"individual proxy, not the combined score used for the official gate verdict"
82,2026-09-01 22:06:23,v1-trainability-engine,1,spearman_rho_hessian_trace_vs_steps,0.4113822602760543,0.7,0,36,"individual proxy, not the combined score used for the official gate verdict"
83,2026-09-01 22:06:23,v1-trainability-engine,1,spearman_rho_jacobian_condition_mean_vs_steps,0.43167182223075434,0.7,0,36,"individual proxy, not the combined score used for the official gate verdict"
84,2026-09-01 22:06:23,v1-trainability-engine,1,spearman_rho_gradient_norm_vs_steps,0.606708360069098,0.7,0,36,"individual proxy, not the combined score used for the official gate verdict"
85,2026-09-01 22:06:23,v1-trainability-engine,1,spearman_rho_gradient_norm_variance_vs_steps,0.6700573654073825,0.7,0,36,"individual proxy, not the combined score used for the official gate verdict"
86,2026-09-01 22:06:23,v1-trainability-engine,1,spearman_rho_activation_mean_vs_steps,0.3934848786865797,0.7,0,36,"individual proxy, not the combined score used for the official gate verdict"
87,2026-09-01 22:06:23,v1-trainability-engine,1,spearman_rho_activation_variance_vs_steps,0.3708234458826405,0.7,0,36,"individual proxy, not the combined score used for the official gate verdict"
88,2026-09-01 22:06:23,v1-trainability-engine,1,spearman_rho_gradient_alignment_vs_steps,0.2306058304082671,0.7,0,36,"individual proxy, not the combined score used for the official gate verdict"
89,2026-09-01 22:06:23,v1-trainability-engine,1,spearman_rho_zico_vs_steps,0.32807574309339166,0.7,0,36,"individual proxy, not the combined score used for the official gate verdict"
90,2026-09-01 22:10:28,v1-meta-predictor-full_rf,2,top1_accuracy_init_method_adapted_recall_at_10,0.4666666666666667,0.8,0,60,"universal_baseline=0.38, random_baseline=0.33, mean_confidence=0.59, winner=no"
91,2026-09-01 22:10:28,v1-meta-predictor-full_rf,2,mean_regret_steps_to_threshold,35.71666666666667,0.0,1,60,regret = steps(predicted_init) - steps(true_best_init); relative_regret=+19.67%; universal_baseline_regret=+22.2; random_baseline_regret=+43.2
92,2026-09-01 22:10:28,v1-meta-predictor-reduced_rf,2,top1_accuracy_init_method_adapted_recall_at_10,0.4666666666666667,0.8,0,60,"universal_baseline=0.38, random_baseline=0.33, mean_confidence=0.30, winner=no"
93,2026-09-01 22:10:28,v1-meta-predictor-reduced_rf,2,mean_regret_steps_to_threshold,31.733333333333334,0.0,1,60,regret = steps(predicted_init) - steps(true_best_init); relative_regret=+24.79%; universal_baseline_regret=+22.2; random_baseline_regret=+43.2
94,2026-09-01 22:10:28,v1-meta-predictor-log_rf,2,top1_accuracy_init_method_adapted_recall_at_10,0.4,0.8,0,60,"universal_baseline=0.38, random_baseline=0.33, mean_confidence=0.57, winner=no"
95,2026-09-01 22:10:28,v1-meta-predictor-log_rf,2,mean_regret_steps_to_threshold,41.516666666666666,0.0,1,60,regret = steps(predicted_init) - steps(true_best_init); relative_regret=+22.45%; universal_baseline_regret=+22.2; random_baseline_regret=+43.2
96,2026-09-01 22:10:28,v1-meta-predictor-gp_reduced,2,top1_accuracy_init_method_adapted_recall_at_10,0.4166666666666667,0.8,0,60,"universal_baseline=0.38, random_baseline=0.33, mean_confidence=0.22, winner=no"
97,2026-09-01 22:10:28,v1-meta-predictor-gp_reduced,2,mean_regret_steps_to_threshold,36.5,0.0,1,60,regret = steps(predicted_init) - steps(true_best_init); relative_regret=+23.93%; universal_baseline_regret=+22.2; random_baseline_regret=+43.2
98,2026-09-01 22:10:28,v1-meta-predictor-knn,2,top1_accuracy_init_method_adapted_recall_at_10,0.35,0.8,0,60,"universal_baseline=0.38, random_baseline=0.33, mean_confidence=0.54, winner=no"
99,2026-09-01 22:10:28,v1-meta-predictor-knn,2,mean_regret_steps_to_threshold,45.516666666666666,0.0,1,60,regret = steps(predicted_init) - steps(true_best_init); relative_regret=+30.03%; universal_baseline_regret=+22.2; random_baseline_regret=+43.2
100,2026-09-01 22:10:28,v1-meta-predictor-zc_gradnormvar,2,top1_accuracy_init_method_adapted_recall_at_10,0.38333333333333336,0.8,0,60,"universal_baseline=0.38, random_baseline=0.33, mean_confidence=nan, winner=no"
101,2026-09-01 22:10:28,v1-meta-predictor-zc_gradnormvar,2,mean_regret_steps_to_threshold,41.083333333333336,0.0,1,60,regret = steps(predicted_init) - steps(true_best_init); relative_regret=+22.65%; universal_baseline_regret=+22.2; random_baseline_regret=+43.2
102,2026-09-01 22:10:28,v1-meta-predictor-zc_jacobcov,2,top1_accuracy_init_method_adapted_recall_at_10,0.4666666666666667,0.8,0,60,"universal_baseline=0.38, random_baseline=0.33, mean_confidence=nan, winner=yes"
103,2026-09-01 22:10:28,v1-meta-predictor-zc_jacobcov,2,mean_regret_steps_to_threshold,14.566666666666666,0.0,1,60,regret = steps(predicted_init) - steps(true_best_init); relative_regret=+18.31%; universal_baseline_regret=+22.2; random_baseline_regret=+43.2
104,2026-09-01 22:12:08,v1-trainability-engine,1,spearman_rho_naive_combined_zero_cost_vs_steps,0.5602266711928365,0.7,0,36,"controlled experiment (§21): 12 tasks x 3 init methods, optimizer/LR/batch fixed"
105,2026-09-01 22:12:08,v1-trainability-engine,1,spearman_rho_rank_aggregated_zero_cost_vs_steps,0.5696626744901379,0.7,0,36,"AZ-NAS-style (arXiv:2403.19232) rank-sum aggregation vs naive z-score averaging, same controlled experiment (§21): 12 tasks x 3 init methods"
106,2026-09-01 22:12:08,v1-trainability-engine,1,spearman_rho_synflow_vs_steps,0.27029538398116937,0.7,0,36,"individual proxy, not the combined score used for the official gate verdict"
107,2026-09-01 22:12:08,v1-trainability-engine,1,spearman_rho_snip_vs_steps,0.46726329344031337,0.7,0,36,"individual proxy, not the combined score used for the official gate verdict"
108,2026-09-01 22:12:08,v1-trainability-engine,1,spearman_rho_grasp_vs_steps,-0.3798365157478436,0.7,0,36,"individual proxy, not the combined score used for the official gate verdict"
109,2026-09-01 22:12:08,v1-trainability-engine,1,spearman_rho_jacob_cov_vs_steps,0.5133690105951372,0.7,0,36,"individual proxy, not the combined score used for the official gate verdict"
110,2026-09-01 22:12:08,v1-trainability-engine,1,spearman_rho_effective_rank_vs_steps,0.4829029647714483,0.7,0,36,"individual proxy, not the combined score used for the official gate verdict"
111,2026-09-01 22:12:08,v1-trainability-engine,1,spearman_rho_hessian_trace_vs_steps,0.4113822602760543,0.7,0,36,"individual proxy, not the combined score used for the official gate verdict"
112,2026-09-01 22:12:08,v1-trainability-engine,1,spearman_rho_jacobian_condition_mean_vs_steps,0.43167182223075434,0.7,0,36,"individual proxy, not the combined score used for the official gate verdict"
113,2026-09-01 22:12:08,v1-trainability-engine,1,spearman_rho_gradient_norm_vs_steps,0.606708360069098,0.7,0,36,"individual proxy, not the combined score used for the official gate verdict"
114,2026-09-01 22:12:08,v1-trainability-engine,1,spearman_rho_gradient_norm_variance_vs_steps,0.6700573654073825,0.7,0,36,"individual proxy, not the combined score used for the official gate verdict"
115,2026-09-01 22:12:08,v1-trainability-engine,1,spearman_rho_activation_mean_vs_steps,0.3934848786865797,0.7,0,36,"individual proxy, not the combined score used for the official gate verdict"
116,2026-09-01 22:12:08,v1-trainability-engine,1,spearman_rho_activation_variance_vs_steps,0.3708234458826405,0.7,0,36,"individual proxy, not the combined score used for the official gate verdict"
117,2026-09-01 22:12:08,v1-trainability-engine,1,spearman_rho_gradient_alignment_vs_steps,0.2306058304082671,0.7,0,36,"individual proxy, not the combined score used for the official gate verdict"
118,2026-09-01 22:12:08,v1-trainability-engine,1,spearman_rho_zico_vs_steps,0.32807574309339166,0.7,0,36,"individual proxy, not the combined score used for the official gate verdict"
119,2026-09-01 22:14:01,v1-meta-predictor-full_rf,2,top1_accuracy_init_method_adapted_recall_at_10,0.38333333333333336,0.8,0,60,"universal_baseline=0.38, random_baseline=0.33, mean_confidence=0.59, winner=no"
120,2026-09-01 22:14:01,v1-meta-predictor-full_rf,2,mean_regret_steps_to_threshold,36.85,0.0,1,60,regret = steps(predicted_init) - steps(true_best_init); relative_regret=+21.39%; universal_baseline_regret=+22.2; random_baseline_regret=+43.2
121,2026-09-01 22:14:01,v1-meta-predictor-reduced_rf,2,top1_accuracy_init_method_adapted_recall_at_10,0.48333333333333334,0.8,0,60,"universal_baseline=0.38, random_baseline=0.33, mean_confidence=0.30, winner=yes"
122,2026-09-01 22:14:01,v1-meta-predictor-reduced_rf,2,mean_regret_steps_to_threshold,32.85,0.0,1,60,regret = steps(predicted_init) - steps(true_best_init); relative_regret=+26.63%; universal_baseline_regret=+22.2; random_baseline_regret=+43.2
123,2026-09-01 22:14:01,v1-meta-predictor-log_rf,2,top1_accuracy_init_method_adapted_recall_at_10,0.38333333333333336,0.8,0,60,"universal_baseline=0.38, random_baseline=0.33, mean_confidence=0.56, winner=no"
124,2026-09-01 22:14:01,v1-meta-predictor-log_rf,2,mean_regret_steps_to_threshold,35.233333333333334,0.0,1,60,regret = steps(predicted_init) - steps(true_best_init); relative_regret=+22.26%; universal_baseline_regret=+22.2; random_baseline_regret=+43.2
125,2026-09-01 22:14:01,v1-meta-predictor-gp_reduced,2,top1_accuracy_init_method_adapted_recall_at_10,0.4,0.8,0,60,"universal_baseline=0.38, random_baseline=0.33, mean_confidence=0.20, winner=no"
126,2026-09-01 22:14:01,v1-meta-predictor-gp_reduced,2,mean_regret_steps_to_threshold,44.21666666666667,0.0,1,60,regret = steps(predicted_init) - steps(true_best_init); relative_regret=+27.30%; universal_baseline_regret=+22.2; random_baseline_regret=+43.2
127,2026-09-01 22:14:01,v1-meta-predictor-knn,2,top1_accuracy_init_method_adapted_recall_at_10,0.38333333333333336,0.8,0,60,"universal_baseline=0.38, random_baseline=0.33, mean_confidence=0.54, winner=no"
128,2026-09-01 22:14:01,v1-meta-predictor-knn,2,mean_regret_steps_to_threshold,45.15,0.0,1,60,regret = steps(predicted_init) - steps(true_best_init); relative_regret=+29.83%; universal_baseline_regret=+22.2; random_baseline_regret=+43.2
129,2026-09-01 22:14:01,v1-meta-predictor-zc_gradnormvar,2,top1_accuracy_init_method_adapted_recall_at_10,0.38333333333333336,0.8,0,60,"universal_baseline=0.38, random_baseline=0.33, mean_confidence=nan, winner=no"
130,2026-09-01 22:14:01,v1-meta-predictor-zc_gradnormvar,2,mean_regret_steps_to_threshold,41.083333333333336,0.0,1,60,regret = steps(predicted_init) - steps(true_best_init); relative_regret=+22.65%; universal_baseline_regret=+22.2; random_baseline_regret=+43.2
